,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
5887976,403,PAYMENT,4861.37,C22981143,0.0,0.0,M1959109593,0.0,0.0,0,0
6294320,670,CASH_IN,320549.5,C134598640,1032797.57,1353347.07,C106011273,1337096.46,1016546.96,0,0
713970,37,PAYMENT,1514.02,C2085453554,44557.0,43042.98,M2143825736,0.0,0.0,0,0
2761433,213,PAYMENT,18846.42,C135773753,5078.0,0.0,M310970284,0.0,0.0,0,0
842481,41,CASH_IN,275962.2,C1633665292,61560.0,337522.2,C144008374,159588.84,0.0,0,0
150652,12,PAYMENT,3274.36,C655848582,171876.32,168601.96,M1448271907,0.0,0.0,0,0
3074595,235,CASH_OUT,120571.19,C2095850973,7283.52,0.0,C1290982811,718585.26,839156.46,0,0
1626892,157,CASH_OUT,334063.96,C1221526700,0.0,0.0,C1810433642,597007.77,931071.73,0,0
5122685,356,TRANSFER,770153.01,C29156950,10463.0,0.0,C1518118814,38938.66,809091.67,0,0
2507862,205,CASH_OUT,131244.33,C1038524541,146255.0,15010.67,C1077300165,891721.55,1022965.88,0,0
2182876,185,PAYMENT,28978.99,C1439121559,0.0,0.0,M61613623,0.0,0.0,0,0
2276299,187,TRANSFER,81457.65,C1647636152,15288.0,0.0,C311668442,0.0,81457.65,0,0
1605036,156,TRANSFER,181051.93,C1734129416,21024.0,0.0,C1654754473,62436.42,243488.34,0,0
286433,15,PAYMENT,935.37,C1612196729,164033.0,163097.63,M519019007,0.0,0.0,0,0
4595186,328,PAYMENT,17746.11,C1065156211,0.0,0.0,M1773524650,0.0,0.0,0,0
275382,15,CASH_OUT,221344.44,C2017587071,17079.0,0.0,C23678140,300340.36,498550.22,0,0
327847,16,CASH_OUT,235455.24,C1316933399,284513.86,49058.62,C538291149,735251.16,732340.7,0,0
366247,17,CASH_OUT,20711.31,C1870416253,30624.0,9912.69,C908543043,697016.09,717727.4,0,0
5378333,376,PAYMENT,20947.08,C1764915000,36108.0,15160.92,M1382026827,0.0,0.0,0,0
2482318,204,CASH_OUT,62559.8,C1780873666,0.0,0.0,C497500246,333758.85,396318.65,0,0
901461,43,CASH_IN,168212.58,C1757933602,51310.0,219522.58,C1879359897,0.0,0.0,0,0
2775404,214,PAYMENT,8433.94,C1695151416,31446.0,23012.06,M208033753,0.0,0.0,0,0
833762,41,CASH_IN,216555.27,C651785220,11656413.49,11872968.76,C515057460,3238275.32,3021720.05,0,0
1425696,139,CASH_OUT,158278.47,C1803865942,1618.02,0.0,C790264182,494924.5,653202.96,0,0
2565948,206,PAYMENT,7150.04,C845467773,15005.0,7854.96,M500809229,0.0,0.0,0,0
2719110,211,CASH_OUT,159822.39,C1827695364,0.0,0.0,C331305594,1723947.85,1883770.24,0,0
3643482,275,CASH_IN,20117.18,C1954657548,14806.0,34923.18,C1885080483,131949.52,111832.34,0,0
5220219,370,CASH_IN,52399.92,C372646526,8038412.79,8090812.71,C821489332,274213.12,221813.2,0,0
2666298,210,CASH_OUT,59593.99,C134703916,0.0,0.0,C1026120849,1084760.57,1144354.56,0,0
3147723,236,CASH_IN,68717.57,C1361207043,5660899.92,5729617.48,C1378480495,82973.36,14255.79,0,0
5095293,355,CASH_OUT,46835.84,C1401345318,50271.0,3435.16,C316730753,812410.28,859246.12,0,0
5962834,406,CASH_IN,132697.19,C346640951,2052052.43,2184749.61,C767942297,2138660.43,2005963.24,0,0
876234,42,CASH_OUT,226737.76,C1432762482,0.0,0.0,C779907492,606626.61,642337.81,0,0
162774,12,PAYMENT,21674.08,C1057971496,11256.0,0.0,M1710547904,0.0,0.0,0,0
4214895,305,CASH_IN,131356.45,C179416490,0.0,131356.45,C1457300305,1042513.46,911157.01,0,0
2124211,183,CASH_OUT,95255.56,C1853318114,29076.0,0.0,C1012566138,0.0,95255.56,0,0
992335,45,PAYMENT,18988.61,C1142130916,0.0,0.0,M1785539781,0.0,0.0,0,0
1818442,163,PAYMENT,27754.05,C2018894689,20388.88,0.0,M1592560340,0.0,0.0,0,0
5892534,403,PAYMENT,10570.35,C1941225332,0.0,0.0,M1854290871,0.0,0.0,0,0
3857057,283,PAYMENT,35309.76,C1884666786,0.0,0.0,M2121718777,0.0,0.0,0,0
1612406,156,CASH_OUT,358509.65,C194202387,21953.0,0.0,C513586962,0.0,358509.65,0,0
5435731,378,PAYMENT,5085.22,C1019999497,23184.0,18098.78,M1717273788,0.0,0.0,0,0
1928570,168,PAYMENT,12114.22,C812270565,0.0,0.0,M1651576333,0.0,0.0,0,0
5698457,397,CASH_IN,5755.72,C1406218150,5151157.29,5156913.01,C1824581811,22400.84,16645.12,0,0
4222617,306,PAYMENT,15308.17,C18794797,0.0,0.0,M1799136119,0.0,0.0,0,0
2050705,181,CASH_OUT,62095.29,C222210861,0.0,0.0,C1308617771,180599.65,242694.94,0,0
3162921,237,CASH_IN,203831.71,C1921717328,2275223.18,2479054.89,C1569762018,434157.37,230325.66,0,0
92488,10,CASH_IN,36271.72,C148456998,6642777.99,6679049.71,C1880332929,14088667.24,14184261.44,0,0
6289371,661,CASH_IN,86536.63,C884621658,3118789.33,3205325.96,C1285999062,141973.06,55436.43,0,0
4945527,351,CASH_OUT,1825.46,C1460046540,103552.0,101726.54,C2091650647,199272.42,201097.88,0,0
1247886,134,PAYMENT,13025.78,C809391083,4093.05,0.0,M1475817845,0.0,0.0,0,0
3418024,256,PAYMENT,2785.96,C275219184,0.0,0.0,M1230151281,0.0,0.0,0,0
4097184,301,PAYMENT,979.73,C1811819708,3142.0,2162.27,M1989602941,0.0,0.0,0,0
3122631,236,TRANSFER,641990.75,C334335473,0.0,0.0,C482082071,805567.58,1447558.34,0,0
3393594,255,CASH_OUT,120000.0,C587717538,0.0,0.0,C803265064,1294804.55,1549713.2,0,0
4396646,321,PAYMENT,10072.6,C1434827605,5585.0,0.0,M512979968,0.0,0.0,0,0
4350443,309,CASH_IN,103493.84,C309155011,1087.0,104580.84,C1656773254,1883242.35,1779748.51,0,0
2290080,187,CASH_IN,127641.82,C323018996,5797279.3,5924921.12,C2010664081,2948282.84,2820641.02,0,0
2456570,203,CASH_OUT,7048.6,C2098902501,0.0,0.0,C818134641,93820.97,100869.57,0,0
3348038,253,CASH_OUT,236390.67,C1130262788,57508.0,0.0,C323294922,0.0,236390.67,0,0
4129631,302,PAYMENT,21213.56,C2039371109,218583.0,197369.44,M343926974,0.0,0.0,0,0
13316,7,PAYMENT,10240.14,C866980015,14203.0,3962.86,M1736628078,0.0,0.0,0,0
1864440,164,TRANSFER,6839.17,C1218190188,0.0,0.0,C182555395,7455986.73,7462825.9,0,0
4135521,303,CASH_OUT,146078.84,C1025228295,0.0,0.0,C712574926,745689.25,891768.08,0,0
2943273,230,CASH_OUT,97511.47,C702452883,0.0,0.0,C510578846,778026.64,875538.11,0,0
1955059,178,CASH_IN,119767.31,C576292373,4271257.12,4391024.42,C918445648,164902.52,45135.22,0,0
3245326,250,CASH_OUT,137392.32,C459212260,0.0,0.0,C1481512837,4725836.07,4863228.4,0,0
3057760,234,CASH_OUT,202319.32,C164848927,49963.0,0.0,C843800100,7673038.55,7875357.87,0,0
3003045,232,CASH_IN,500.0,C1950903564,24188546.53,24189046.53,C1184721355,576210.44,901251.97,0,0
2808709,225,CASH_OUT,93415.89,C813354704,57137.0,0.0,C1510551771,0.0,93415.89,0,0
4675484,331,CASH_OUT,221040.58,C420512818,0.0,0.0,C150094360,310952.93,531993.51,0,0
346184,16,TRANSFER,422036.3,C357860237,0.0,0.0,C1831537770,553106.53,975142.83,0,0
2390629,201,CASH_OUT,183766.35,C368103429,0.0,0.0,C408602349,604314.19,788080.54,0,0
771447,39,CASH_IN,46499.36,C2102522354,6437042.96,6483542.32,C1583436233,145368.84,98869.49,0,0
5553394,383,CASH_IN,167940.52,C1744688858,4161600.9,4329541.42,C1767842512,767513.93,599573.41,0,0
3398096,255,TRANSFER,419024.48,C237091850,0.0,0.0,C1686326180,542546.06,961570.54,0,0
5786684,400,PAYMENT,4177.54,C324921311,17660.0,13482.46,M1917876500,0.0,0.0,0,0
1072965,129,PAYMENT,14483.46,C1786577979,10062.0,0.0,M777802516,0.0,0.0,0,0
4967322,351,PAYMENT,5644.53,C1265441616,266973.72,261329.19,M1375857015,0.0,0.0,0,0
4439009,323,TRANSFER,3812102.95,C771034681,0.0,0.0,C1035427073,5235978.81,9048081.76,0,0
2695430,211,CASH_IN,14343.03,C1200835521,12822792.31,12837135.34,C205558872,54212.57,39869.54,0,0
2515083,205,CASH_IN,203280.78,C146871550,13500016.54,13703297.31,C1375637906,7481799.0,7278518.23,0,0
1985833,179,CASH_OUT,392309.27,C1564699404,100757.0,0.0,C2097193,69603.69,461912.96,0,0
4185629,305,PAYMENT,30224.01,C295148760,0.0,0.0,M1665148328,0.0,0.0,0,0
1980932,179,CASH_IN,223569.07,C725422921,2112.0,225681.07,C1227542469,426728.77,203159.7,0,0
3092474,235,PAYMENT,6904.86,C854158021,566928.82,560023.96,M527366769,0.0,0.0,0,0
1405424,139,CASH_OUT,28963.63,C680070964,20378.0,0.0,C1416092138,576235.02,605198.65,0,0
5714422,398,CASH_OUT,59778.4,C998796730,10912.0,0.0,C406391313,339677.04,399455.43,0,0
3654361,275,PAYMENT,10630.98,C118564206,20378.0,9747.02,M864676801,0.0,0.0,0,0
4633312,330,CASH_IN,364163.64,C1629324136,3133436.29,3497599.92,C1636573049,2864503.61,2500339.98,0,0
4806234,346,TRANSFER,1865945.38,C2036645061,368.0,0.0,C1397744686,5314755.47,7180700.84,0,0
5248095,371,CASH_IN,194171.23,C1891398878,559951.0,754122.23,C571806830,0.0,0.0,0,0
2738325,212,PAYMENT,5453.46,C1627740924,0.0,0.0,M37751092,0.0,0.0,0,0
1518622,153,CASH_IN,73162.96,C434102380,4632114.24,4705277.2,C654762145,3205578.94,3132415.98,0,0
2641470,209,PAYMENT,8595.73,C151171534,0.0,0.0,M1063438106,0.0,0.0,0,0
1542645,154,CASH_IN,79503.11,C891500961,9171662.29,9251165.4,C1422661273,138574.69,59071.58,0,0
4095659,301,CASH_OUT,273158.86,C343121739,0.0,0.0,C89407570,342994.68,616153.54,0,0
3716669,278,CASH_OUT,78707.83,C1395365967,36742.0,0.0,C1152430367,209357.15,288064.99,0,0
3549209,260,CASH_OUT,267928.27,C1910681238,153501.0,0.0,C357876314,1213222.36,1481150.63,0,0
5173613,358,CASH_IN,24085.25,C1667627310,121951.0,146036.25,C562930799,0.0,0.0,0,0
547382,21,PAYMENT,20523.22,C438310611,453029.0,432505.78,M1397334569,0.0,0.0,0,0
1060390,119,CASH_OUT,192015.27,C1862570124,204104.0,12088.73,C1505982465,160629.03,352644.3,0,0
2142583,184,CASH_OUT,64559.69,C509650836,0.0,0.0,C900744962,69747.12,134306.81,0,0
4919096,350,CASH_OUT,40972.28,C255955472,11125.0,0.0,C722087312,597432.73,638405.01,0,0
2169742,185,CASH_IN,95465.67,C248024210,5355.0,100820.67,C1516395411,1363668.19,1268202.52,0,0
1326227,137,CASH_IN,622613.4,C1937864408,12585.0,635198.4,C1301765953,97133.32,0.0,0,0
5313068,373,CASH_IN,106003.56,C2100234438,19975.0,125978.56,C208148930,0.0,0.0,0,0
543334,21,PAYMENT,10823.76,C1765761550,13186.78,2363.02,M1133226146,0.0,0.0,0,0
1724290,160,PAYMENT,27812.16,C2107076114,155702.98,127890.81,M1080491597,0.0,0.0,0,0
5693340,397,PAYMENT,55724.23,C82287144,82184.0,26459.77,M1385490593,0.0,0.0,0,0
1117042,130,CASH_IN,270365.8,C888601376,23781532.41,24051898.21,C1687035908,1291431.54,1021065.75,0,0
2919177,229,CASH_IN,99322.2,C960498636,2235422.22,2334744.42,C524836246,384218.71,284896.52,0,0
5620190,395,PAYMENT,20145.41,C1165266654,0.0,0.0,M929449113,0.0,0.0,0,0
6151678,546,TRANSFER,560765.14,C822755770,389678.0,0.0,C1704854277,429015.99,989781.13,0,0
3034737,234,PAYMENT,3829.22,C515891261,0.0,0.0,M1722299979,0.0,0.0,0,0
6099227,522,PAYMENT,18296.62,C821108309,166186.01,147889.39,M1263224020,0.0,0.0,0,0
1137404,131,CASH_OUT,26309.43,C1670743417,524863.01,498553.58,C1467601186,2215156.13,2241465.56,0,0
4494616,325,CASH_IN,44177.64,C488374394,1196056.18,1240233.83,C631905465,57066.72,12889.07,0,0
3100817,235,CASH_OUT,136100.09,C1183103922,14531.41,0.0,C1513956824,1146843.0,1282943.1,0,0
1728814,160,CASH_IN,143721.3,C480886621,184278.0,327999.3,C1416572241,0.0,0.0,0,0
2193548,185,PAYMENT,767.7,C2056037181,0.0,0.0,M154417083,0.0,0.0,0,0
1516855,153,TRANSFER,1011063.51,C1210258233,0.0,0.0,C1753409393,3082353.87,4093417.38,0,0
5491268,380,PAYMENT,10982.62,C1210948398,0.0,0.0,M11802935,0.0,0.0,0,0
227067,14,PAYMENT,3873.58,C1359019454,11800.0,7926.42,M964466377,0.0,0.0,0,0
1154934,131,CASH_IN,8034.39,C1841974241,1548364.3,1556398.69,C1461332855,4472768.73,4464734.33,0,0
3766203,279,CASH_OUT,32446.54,C1189984060,0.0,0.0,C710662141,37550.32,69996.86,0,0
2324430,188,PAYMENT,4466.6,C389644349,140985.78,136519.18,M531657090,0.0,0.0,0,0
5790906,401,PAYMENT,26854.17,C899498842,0.0,0.0,M188700953,0.0,0.0,0,0
5891279,403,CASH_OUT,89565.5,C738002198,0.0,0.0,C610180704,206610.73,296176.23,0,0
1673748,158,PAYMENT,10585.42,C961150213,0.0,0.0,M1488510573,0.0,0.0,0,0
4641801,330,PAYMENT,42102.59,C766928231,169916.78,127814.19,M463394984,0.0,0.0,0,0
1144855,131,CASH_IN,46640.49,C1960259682,20072.0,66712.49,C852505438,1630234.81,1583594.32,0,0
2923983,229,CASH_OUT,46767.71,C121402346,0.0,0.0,C1561600039,5585328.53,5632096.24,0,0
5461575,379,CASH_IN,400005.48,C1161277676,25671973.26,26071978.74,C2018269507,1278864.07,878858.59,0,0
1279133,135,PAYMENT,52899.63,C667397507,10983.0,0.0,M1743021436,0.0,0.0,0,0
2726049,211,CASH_OUT,347657.47,C538419509,0.0,0.0,C738630612,1402521.52,1750178.99,0,0
1758181,161,PAYMENT,29584.47,C1375839319,0.0,0.0,M947996726,0.0,0.0,0,0
3212396,249,CASH_OUT,875.44,C1225819974,0.0,0.0,C1036792185,68745.22,69620.66,0,0
5418748,378,PAYMENT,13678.07,C1016392143,0.0,0.0,M32232606,0.0,0.0,0,0
3464816,257,CASH_OUT,104557.22,C1845738262,0.0,0.0,C2147469484,2174014.42,2391119.88,0,0
4719463,332,CASH_OUT,31290.1,C1799520595,868.0,0.0,C10355914,361157.77,392447.86,0,0
2287509,187,CASH_IN,123350.62,C1687540326,554663.12,678013.74,C476031831,237907.55,114556.93,0,0
1657679,158,CASH_OUT,40923.82,C950267470,0.0,0.0,C1185109647,841967.14,882890.95,0,0
2097936,182,CASH_IN,38178.07,C1180623924,1016343.53,1054521.6,C1132774798,515139.25,476961.18,0,0
6351227,702,TRANSFER,308778.37,C1035275557,308778.37,0.0,C962802793,0.0,0.0,1,0
5373028,376,CASH_IN,181505.68,C2118695096,130601.0,312106.68,C1245859720,661302.27,479796.59,0,0
3606354,264,PAYMENT,3799.7,C2046819222,597719.0,593919.3,M645066862,0.0,0.0,0,0
2316208,188,CASH_IN,234518.87,C288614655,10740.0,245258.87,C1112924212,0.0,0.0,0,0
2527604,205,CASH_OUT,253493.55,C697568402,120451.24,0.0,C26792471,2176752.66,2430246.21,0,0
4886366,349,PAYMENT,8588.47,C1136236280,0.0,0.0,M131764576,0.0,0.0,0,0
5386563,376,CASH_OUT,171296.74,C1910482784,0.0,0.0,C74637930,1217845.67,1389142.4,0,0
1193881,132,CASH_OUT,25107.19,C1573511913,35775.0,10667.81,C67170996,510285.66,535392.84,0,0
6145010,546,CASH_OUT,274687.33,C1061420912,14121.0,0.0,C1166309130,0.0,274687.33,0,0
1280945,135,PAYMENT,24877.91,C1180193147,35210.0,10332.09,M1107849873,0.0,0.0,0,0
4800555,346,PAYMENT,4841.62,C129047549,134694.78,129853.16,M1370461983,0.0,0.0,0,0
935332,43,DEBIT,4689.11,C1407369854,26206.0,21516.89,C94428170,30676.36,35365.47,0,0
2419355,202,CASH_IN,25441.69,C901743846,18351480.01,18376921.7,C1848465458,2424203.5,2398761.81,0,0
4335563,308,CASH_OUT,84235.06,C1141748950,33095.28,0.0,C580004426,926931.05,1011166.11,0,0
703978,37,PAYMENT,10140.68,C858173718,58496.53,48355.85,M298728207,0.0,0.0,0,0
5856298,402,PAYMENT,16817.64,C1744119013,0.0,0.0,M436666464,0.0,0.0,0,0
4144715,303,CASH_IN,131707.74,C300788630,22802643.2,22934350.95,C876626936,4642841.08,4511133.33,0,0
2123961,183,PAYMENT,3599.55,C2126220984,87819.03,84219.49,M1091530911,0.0,0.0,0,0
1295130,136,TRANSFER,840762.88,C2063906250,0.0,0.0,C1698369325,1822443.27,2663206.16,0,0
4122186,302,CASH_OUT,440960.86,C153482218,255922.0,0.0,C1704492720,290610.3,731571.16,0,0
1909219,166,CASH_OUT,117820.32,C200586335,0.0,0.0,C60637799,185511.0,303331.32,0,0
1027262,48,PAYMENT,12177.26,C1514674751,0.0,0.0,M1943308417,0.0,0.0,0,0
5679128,397,PAYMENT,6362.65,C163475023,0.0,0.0,M500098836,0.0,0.0,0,0
1491859,142,PAYMENT,8502.19,C1210352894,0.0,0.0,M769548727,0.0,0.0,0,0
4493031,325,CASH_OUT,389480.04,C1631944656,82106.0,0.0,C1349676116,0.0,389480.04,0,0
5926489,404,CASH_IN,272164.55,C1396894807,31329.0,303493.55,C1795913753,0.0,0.0,0,0
6154520,547,CASH_OUT,213980.09,C273889576,75449.0,0.0,C393375172,0.0,213980.09,0,0
1169160,132,CASH_IN,85974.51,C72332432,2207726.67,2293701.18,C525502853,155507.8,69533.29,0,0
1492479,142,PAYMENT,12016.59,C467466286,0.0,0.0,M585300850,0.0,0.0,0,0
1855363,164,CASH_OUT,64800.66,C1854468320,21176.0,0.0,C2127654211,0.0,64800.66,0,0
1607626,156,CASH_OUT,556229.97,C165892634,5036.0,0.0,C1360662822,120450.15,676680.12,0,0
132995,11,CASH_OUT,147360.21,C1046931786,98585.31,0.0,C928384951,428.0,147788.21,0,0
5125274,356,PAYMENT,1740.56,C1448587018,174217.0,172476.44,M824524040,0.0,0.0,0,0
1413916,139,CASH_OUT,131938.62,C996297740,11021.0,0.0,C1729488820,0.0,131938.62,0,0
4817952,346,CASH_OUT,85075.48,C1429369555,0.0,0.0,C720495022,149032.02,234107.5,0,0
2961622,230,CASH_OUT,96568.69,C246361723,132415.0,35846.31,C1365887271,364992.71,461561.4,0,0
1986803,179,CASH_OUT,313125.85,C1897118123,101040.1,0.0,C341432745,906032.88,1219158.74,0,0
143371,11,PAYMENT,6477.59,C490862412,118450.82,111973.23,M351367957,0.0,0.0,0,0
4309776,307,TRANSFER,1983895.55,C489074452,0.0,0.0,C1628035200,6473516.44,8457411.99,0,0
238765,14,PAYMENT,13018.42,C948636582,214248.21,201229.78,M1452945466,0.0,0.0,0,0
6087741,522,CASH_OUT,149115.69,C1917938505,109716.0,0.0,C1115073041,0.0,149115.69,0,0
3907078,284,CASH_IN,9627.53,C1693066052,29586.0,39213.53,C357136827,204233.11,194605.58,0,0
6132848,544,PAYMENT,14511.21,C207213620,11047.0,0.0,M1064922631,0.0,0.0,0,0
495513,20,CASH_OUT,260365.42,C1932837490,54972.0,0.0,C1813152146,566625.91,798065.6,0,0
5461181,379,CASH_IN,109152.75,C1965702694,8502141.82,8611294.58,C357092167,693822.66,402157.28,0,0
198825,13,CASH_OUT,38747.04,C1647366143,0.0,0.0,C1243680947,728037.63,766784.67,0,0
1148431,131,PAYMENT,38327.76,C783912470,124162.74,85834.98,M693151562,0.0,0.0,0,0
5366172,375,CASH_OUT,112325.33,C1179412318,19592.0,0.0,C1484220647,3761685.4,3874010.73,0,0
6095010,522,PAYMENT,11771.26,C171338985,217826.44,206055.18,M1957547291,0.0,0.0,0,0
1356289,138,CASH_OUT,75365.17,C852456641,88813.0,13447.83,C1974291034,796124.25,871489.42,0,0
2070437,181,CASH_OUT,52696.45,C2002032850,0.0,0.0,C18940851,418252.37,470948.81,0,0
556012,22,CASH_IN,295030.81,C230349032,3188067.81,3483098.62,C601144323,2703304.58,2408273.77,0,0
6022268,469,CASH_OUT,183806.94,C2101575549,61691.6,0.0,C1652577914,835152.82,1018959.76,0,0
5274583,372,CASH_OUT,121711.54,C972812491,21302.0,0.0,C100978342,556890.64,678602.18,0,0
2357450,190,PAYMENT,16619.7,C245053791,11451.0,0.0,M577192973,0.0,0.0,0,0
2311117,188,PAYMENT,3473.69,C1193333867,291625.05,288151.36,M384005152,0.0,0.0,0,0
1751045,161,CASH_OUT,71287.16,C802423127,0.0,0.0,C1721533641,72112.31,143399.46,0,0
2014227,180,CASH_OUT,204088.5,C191538635,99028.0,0.0,C1945306866,1944854.0,2148942.51,0,0
2954315,230,PAYMENT,14632.71,C1140173114,19288.0,4655.29,M1305203448,0.0,0.0,0,0
928073,43,PAYMENT,13543.81,C658804037,0.0,0.0,M1011937084,0.0,0.0,0,0
1151658,131,CASH_OUT,1794.9,C1542038476,4102.0,2307.1,C1477047472,0.0,1794.9,0,0
1444255,140,PAYMENT,5934.9,C1500287026,0.0,0.0,M1162764925,0.0,0.0,0,0
5649545,396,CASH_OUT,106468.21,C1289927725,575.0,0.0,C379878579,104253.73,210721.94,0,0
614519,34,PAYMENT,14633.22,C475385425,0.0,0.0,M72882375,0.0,0.0,0,0
97128,10,CASH_OUT,148735.19,C251583585,324.0,0.0,C313477108,152987.89,487329.87,0,0
115282,11,CASH_OUT,419647.77,C1997691717,95125.0,0.0,C204334828,181306.55,625896.86,0,0
3616510,273,CASH_IN,93193.17,C1905671890,2388390.17,2481583.34,C323889498,1013922.88,920729.71,0,0
1646707,157,CASH_IN,36383.34,C2085926649,6513892.71,6550276.05,C131181063,63890.84,27507.5,0,0
188316,13,CASH_OUT,454132.33,C121961579,43850.08,0.0,C1518800593,495586.37,808778.65,0,0
893856,42,PAYMENT,10453.88,C1487810622,551364.01,540910.13,M1005763868,0.0,0.0,0,0
5911247,404,CASH_OUT,303549.72,C535769176,160100.0,0.0,C84049482,5784698.13,6101639.6,0,0
1178520,132,CASH_OUT,320378.86,C885886373,9011.0,0.0,C1285474483,493600.81,1032123.05,0,0
1459597,140,PAYMENT,20907.56,C266508108,75411.0,54503.44,M558096073,0.0,0.0,0,0
1440611,140,CASH_OUT,46803.61,C2122146144,0.0,0.0,C932727477,720091.91,766895.52,0,0
1217854,133,CASH_OUT,90383.92,C1644123803,0.0,0.0,C1605986165,181078.22,720476.26,0,0
2877663,227,CASH_IN,72450.43,C596520646,1813302.28,1885752.71,C1905775348,197398.1,124947.68,0,0
6149613,546,TRANSFER,196446.67,C704168773,79753.1,0.0,C1172123525,5301823.45,5498270.12,0,0
350197,17,TRANSFER,1775460.2,C1831980240,0.0,0.0,C2068262728,2498595.62,4274055.82,0,0
3998433,298,CASH_OUT,14562.85,C43398736,11550.0,0.0,C828572425,0.0,14562.85,0,0
5191298,369,PAYMENT,31206.27,C1538495577,182.0,0.0,M1532599084,0.0,0.0,0,0
4814955,346,CASH_OUT,366858.6,C622315859,0.0,0.0,C2017087985,2886665.98,3253524.58,0,0
1455022,140,CASH_IN,384771.36,C1601275826,1712878.91,2097650.26,C1713233255,3322117.87,2970543.55,0,0
1370990,138,CASH_OUT,203569.12,C2073243152,99341.0,0.0,C2146399713,14315.8,217884.92,0,0
380919,17,PAYMENT,14807.68,C757458809,102853.0,88045.32,M112530328,0.0,0.0,0,0
5736041,399,CASH_OUT,185834.96,C595515736,101551.0,0.0,C2126942087,0.0,185834.96,0,0
914152,43,CASH_OUT,104175.92,C2103113771,63398.0,0.0,C867185231,0.0,104175.92,0,0
5691386,397,CASH_OUT,44111.77,C1436081015,0.0,0.0,C1889341722,190775.2,234886.97,0,0
2429893,202,PAYMENT,25697.11,C660978684,0.0,0.0,M1910762908,0.0,0.0,0,0
3381592,254,CASH_IN,505709.66,C419997997,51482.0,557191.66,C1223581187,1247080.06,741370.4,0,0
5741086,399,PAYMENT,18060.54,C645102811,11582.0,0.0,M1507338855,0.0,0.0,0,0
1485942,141,PAYMENT,5612.3,C1660484145,198397.75,192785.45,M1032113160,0.0,0.0,0,0
4459885,323,CASH_OUT,50949.06,C837418953,0.0,0.0,C1557281797,2833672.69,2884621.75,0,0
2921004,229,PAYMENT,9056.86,C2051900301,0.0,0.0,M269157215,0.0,0.0,0,0
239223,14,CASH_IN,119588.74,C2044496447,407878.21,527466.96,C113133800,134184.0,7822.16,0,0
3810115,281,TRANSFER,186455.74,C1066281693,33694.0,0.0,C861515347,4536405.43,4722861.17,0,0
1800722,162,PAYMENT,21115.63,C2089402542,0.0,0.0,M93004793,0.0,0.0,0,0
3291413,252,PAYMENT,46178.76,C689014544,8142.0,0.0,M363776547,0.0,0.0,0,0
3746749,279,CASH_IN,171333.24,C1083784645,284447.39,455780.63,C234206107,606442.58,435109.34,0,0
6093257,522,TRANSFER,500834.14,C824090810,0.0,0.0,C1974468605,980311.17,1481145.32,0,0
895734,42,CASH_OUT,270252.79,C374086867,27345.0,0.0,C1215084319,7514585.87,7784838.65,0,0
5333418,374,CASH_IN,327390.84,C1317871363,7608.0,334998.84,C2010933328,33999.82,0.0,0,0
5690590,397,CASH_IN,13849.63,C262137055,3972357.69,3986207.32,C1014394028,47813.69,33964.06,0,0
5547059,382,PAYMENT,15767.96,C139087310,0.0,0.0,M1158994939,0.0,0.0,0,0
623918,34,PAYMENT,26170.51,C958234912,209289.0,183118.49,M1843022568,0.0,0.0,0,0
4251710,306,PAYMENT,10784.64,C1520456076,0.0,0.0,M2003096036,0.0,0.0,0,0
1771135,162,TRANSFER,791214.16,C1055839064,136335.97,0.0,C1893297831,1067481.76,1858695.92,0,0
179286,12,CASH_IN,172419.84,C946465420,1469087.48,1641507.32,C1733796574,363193.02,510885.56,0,0
1615566,156,PAYMENT,16224.49,C303218005,0.0,0.0,M2117992133,0.0,0.0,0,0
5117805,356,PAYMENT,32035.18,C1293059060,0.0,0.0,M1190553148,0.0,0.0,0,0
4008099,298,CASH_OUT,236779.08,C1991435115,0.0,0.0,C1010314480,341147.1,577926.19,0,0
2682445,210,CASH_OUT,102666.08,C276170514,42783.0,0.0,C452226980,0.0,102666.08,0,0
2982539,231,PAYMENT,19502.56,C66725899,0.0,0.0,M1704472035,0.0,0.0,0,0
5740911,399,CASH_OUT,125130.69,C1586473641,30623.0,0.0,C557524116,718896.53,844027.21,0,0
4520424,325,CASH_IN,182659.49,C1159899475,6775798.39,6958457.88,C203116573,1312004.95,1129345.46,0,0
3616916,273,PAYMENT,8132.84,C782351271,0.0,0.0,M342822508,0.0,0.0,0,0
6090685,522,PAYMENT,5775.68,C1945496760,503.0,0.0,M2108713427,0.0,0.0,0,0
2796478,216,CASH_OUT,68740.87,C1352224385,0.0,0.0,C1052159253,2380865.08,2449605.94,0,0
4568689,327,PAYMENT,883.71,C1907686903,0.0,0.0,M846326561,0.0,0.0,0,0
5370360,376,CASH_OUT,61900.72,C1804391565,0.0,0.0,C1439666594,99146.84,161047.56,0,0
2378303,192,TRANSFER,36078.69,C1497272857,0.0,0.0,C82763602,214616.2,250694.89,0,0
1552079,154,CASH_OUT,173591.01,C285175399,1911.0,0.0,C748163058,0.0,173591.01,0,0
3705397,277,TRANSFER,538889.78,C607617517,73746.0,0.0,C100978342,160085.41,698975.19,0,0
